3009000	2033,5627,7230,8724,10604,11000,12327,12964,14695,15019,17732,19014,21657,21840,22393,27117,28347,28411
3010000	4220,13975
3014750	2353,7868,13471,18558
3031750	3228,7323,11263,12977,14020,14261,16110,16406,18131,18388,18730,21565,26288,27198,28924
3035250	993,11080,11196,14020,22400
3054250	3151,5448,12285,14020,29203
3089500	1917
3096750	11541,15315
3114000	13112,20536,21092,21110,23928
3148500	3627,4762,7620,8327,12795,16217,18292,19796,22126,28561
3149000	9486,9804,9817,13162,18964,25970,29008
3188000	9567,16463,18025
3211250	239,6148,7173,11076,12431,15584,16110,17706,27155
3216500	2963,8028,27168,28992
3226500	12394,14071,16474,18741,22240,23863,27791
3245250	18730,23878
3249250	26394
3266750	3228,5416,12220,16126
3282250	11857
3288250	6395,19394
3293750	18075,25193,26523
3304500	3592,3804,4324,4931,6158,8219,8689,13554,17228,18086,22269,24461,25169,29099
3310750	11176,14952,15432,16550,23774,24083,25086
3312500	19993
3317500	3032,7105,8261,25366,27514
3326250	614,9479
3344750	1771,3313,8805,11022,17748,18290,24196,27427,28435,28463,28524
3350250	1672,3384,3409,5779,14413,18736,19177,24765,25420
3363000	15315,18868,24158
3396250	15138
3404000	905,3627,6246,22246,27791
3405000	4389
3511000	13020,14020,19651,29203
3520000	1700,2999,6498,7105,9563,10702,14415,18829,21336,21919,22058,22126,23409,24984,28065
3524750	4491,4808,17920,26871
3549000	5184,14261,27407
3573750	11176,25260
3581250	5848,12512,16540,22126,23214,28411
3588500	8637,21336,23779
3590000	7567,28924
3592750	14694
3625250	5625,18180,21372,26614
3644250	4381,7230,14661,16406,17781,18843,29473
3675000	1565,7297,11635,13779,14292,15024
3684750	16463,16754,25559
3719250	4960,17150
3723750	4078,12271,14020,21672,25372
3742000	2669,13020,14482,23656,26168
3751500	10193,20300,23284,28411
3787750	2610,26969
3795000	12352,29099
3799500	21768
3846250	8719,11679,11882,15584,23143
3849750	9549
3861500	7868,20470
3895750	5469,12475,12933
3903500	1392,9563,9633,13888,15138,15514,27609,28605
3913250	3626,5845,8409,8689,9230,9242,9948,10136,12220,13240,14020
3952000	2128,3196,4479,4648,5474,9111,12220,13998,16550,19837,21844,25372,25917,29099
3954500	15584,26315
3963750	3590,4949,7096,7356,11176,11330,12977,13737,19014,19421,21067,23662
3977750	13975,21869
3981750	3228,6520,22280,25386,27791
4004500	15315,18281,19686
4037500	14523,26614
4047000	3983,7105,7208,12828,29446
4054000	9090,11304,20121,24088
4059500	8166,12159,16463,28465
4063000	19974
4073250	12271,17153,22836,27415
4087750	251,21672,27791
4097500	5190,20655
4102750	10026,20585,26843
4115500	6731,14470
4133750	9919,14451,20127,25372,27638
4153000	9111,9567,14942,17835,18075,21865,22621,26523
4184250	241,4949,7728,8689,10788,11196,12220,14020,28710
4193750	23779
4195500	7737,9802,12285,15315,18097,22246
4215750	1037,11391,12674,15302,21085
4256000	3324,17647,17771,27791
4256500	2410,4694,12588,23515
4257000	11196,27625
4259500	9111,11018,11176,12541,15019,15315,23628,29099
4304250	679,7868
4317250	15159
4336750	16463
4370750	1666,4078,7168,15638,23628
4376250	8689,15631,19993,21225,27407,28368
4378500	22947
4399750	23207
4423500	4147,9111,24193
4454500	2655,15019,25830,27117,28653
4475750	259,2227,3719,4949,8689,11612,12068,13592,18024,18805,19113,20536,20551,23774
4503500	11936,24193
4533750	4324,10908
4547500	8257
4625750	1000,1428,3151,10570,10840,11734,14482,15446,16540,17882,17945,22321,22749,24471,24869,25366,26000,29197
4631250	13103,20896,29099
4658500	679,10948,17453,18075,25917,25960,27625
4680000	16463
4712250	18388,20902
4716750	2683,2963,8511,13784,29202
4770500	2610,4808,5797,6988,9165,10404,12220,14020,15315,18075,20297,24196,24869,27191,27625,28975
4782250	679,5724,9658,10778,15359,27791
4809000	22211
4809750	679,23884
4844000	5598,7868,24196,28362
4850000	614,1428,11605,12512
4852500	911,5848,10151,16500,24541,26288
4853750	19955,25596
4876750	949,4080,11378,11431,20536
4886500	17640,18805
4895250	1335,11638,12068,15423,16624,23779,24541
4902250	2323,4709,14360,23628
4907500	5712,8775,8965,11060,11196,24196
4921000	1031,3032,19974,23549
4922750	2669,7340,18013,18024,25733
4956000	15315
4963500	13240,15534,16572,18002,21092,21110,22489,29203
4967250	7868,12431,28391
5011500	643,1756,2043,6219,7059,11196,13749,20180,21847,22280,22489,23013,23779,27092,27407,28098,28937,29203
5012750	1335,2208,3393,5043,5053,7963,8799,10893,11196,13020,14818
5024500	3228,7105,7473,9802,12394,12977,13888,14265,15138,17748,21110,29084
5034000	7465,10584,12220
5037000	2382,4571,7868,11196,12068,14590,14796,20625,24960,27508,27791
5052000	7868
5059000	9195
5078750	554,1031,4949,7096,7465,9111,10329,13592,17959,18990,23628,25329,25669,27625
5082500	14020
5082750	6740,17280
5108000	3627,4254,4571,14020,15094,22359,23628,29203,29547
5110750	1004,1739,3324,8414,25793
5139250	11080,17959,21336
5143250	5429,9563,14482,20411,23549,26394,26614,29547
5155750	14661,18024,18805,24669
5170500	6096,7868,11679,12557,14020,18730,18805,21672,27092
5187750	1481,11080
5199750	679
5220750	8689,25240,28438
5226250	8689,10726,15907,21865,24669
5226500	3627,7868,8689,11687,23829
5238000	527,2683,9620,15018,15138,21833
5239500	14153
5248750	7862,9290,15019,15086,23623,27035,28924
5254500	7868,9317,12717,15478,20827,21672,22359,24601,25488
5256500	614,20679
5261000	13592,24788
5264500	1642,8783,12220,12394,17691,26083,27791
5279750	2368,3228
5292000	1131,19974,21672,23779,25669
5293250	679,3995,4571,12220,20506
5320000	3228
5336750	679,6096,11000
5354000	10014,18024,18990,20180
5407750	6352,16373,16821
5440500	11080,17945,25272
5440750	14853,19862,20045,25029
5467250	11653
5491500	9472,14265,17405,18024,20620,20803,25212,25989,26288,27407
5522250	15315,21672
5539250	155,7868,8689,11983,18075,24258
5642000	3723,4949,5620,7812,10726,10840,11080,11176,14873,25424
5654000	528,4571,5896,18672,23861,29231
5655250	3228,3702,7427,11196,14048,14469,15645,16406,16540,26031
5693000	2655,14020,21899
5697750	476,2367,27791
5726500	13779,14470,17244,23465,25733
5742000	5593,19523,22307,25248,25261,29465
5745000	2103,9838,11080,26722
5751500	1392,2033,5336,6199,11679,12977,14873,15086,19680,21094,24869,24878,25488
5754500	143,10282,11790,14020,23214,25618,28752
5769750	143,24503,26614
5780000	155,471,1000,2173,5814,7648,9111,10014,10058,10702,11022,14261,15315,15584,15811,17061,17214,17959,18515,19421,19523,21071,21092,21336,22313,27257
5812000	2683,17641,19993,20506
5828250	4808,9031
5846250	18200
5847500	21865,28504,29505
5865750	911,1031,1446,1756,2872,3145,3228,3760,4238,9745,10268,11196,11652,25060,26297,27544,28177,28937,29331
5898500	374,7105,26722
5899750	12220
5901250	12606,14575
5906250	143,27791
5910250	28525
5911250	12352
5915250	2367,15138
5952250	5067,5094,6827
5959000	251,4078,13688,14153,18805,23793,27791
5962750	2683,3228,5151,5803,7105,9640,11080,16800,27446
5968250	13097,16406
5987000	2524
5994250	18180
5999000	14265,26523
6003750	647,4750,4949,5053,6680,7737,7868,8792,10726,11679,12285,15414,23013,23628,26618
6061250	679,943,1370,4169,5670,10893,11176,15019,16463,22359,23829,29203
6099250	7244,11823,13244,25372
6126750	15019,24977,25117,25169
6150750	2655,4835,15584,15831,17429,18185
6155250	4059,4220,5015,7850,14020,15645,15661,18180,27653,29203
6172000	24704
6205000	10352
6233750	4220,10014,10678,18180
6234000	4220,4571,9021,12438,16463,17020,18051,19875,21372
6247250	3686,15814,16540,16918,19615,22736,25618,28626,28631
6257000	3740,11849,12285,16986,21071,22749,23563,23628
6258500	12068,20471
6264750	1415
6266000	23774
6272000	2803,6080,12055,17400
6299000	25830
6301250	574,1031,8637,8689,11543,12271,13209,14942
6334000	10627
6380000	20327,24459,28425
6400000	2452,2600,3313,9567,15258,15672,20551
6412250	7260,13354,15159
6412750	3719,7208,12666,14580,23632
6458250	7692,22280,23475,27205
6458500	8637
6497000	7927,20747
6515500	21657
6523250	17835
6564500	4949,11176,11196,11612,11790,12977,14902,15639,16110,16406,18730,21672,21950,25092,26576,29095
6571000	4254,5470,12162,13430,19987,27052
6571750	155,5661,9193,15086,16540,17706
6572500	29099
6619500	3627,11465,21067
6654750	14261,16110
6683750	2826,4731,5267,10169,14261,17945,28788,29203,29551
6694750	1461,3151,9472,12352,12977,14020,18730,20127,22393,23007,24196
6700250	7957,18575
6713250	1758,2367,2945,11857,14261,16768,18805,18879,24344,24541,27625
6751750	3068,3658,13737
6766250	4307,6988,9109,18805,27791,29547
6780500	4571,10893
6807250	5712,10646,22393,25372,27791
6848000	12977,23622,24601,26619
6848750	264,7070,8689,12160,21336
6849750	2199,2655,11679,15584,19394,25733
6852750	4949,7208,7822,12285,27906
6867750	7552
6872750	20393,26111
6874250	155,647,2683,8637,11080,11628,12016,12168,12747,13483,14265,15584,16603,17214,18805,20648,21503,26754,28410
6897000	7626,18544,24177
6900500	6805
6904000	9111
6921750	2367,19197,29497
6957500	1065,9111,12606,12754,13793,15534,16722,22029,23025,23861,24898
6996000	12165,13754
6998500	201,1031,3627
7002750	1481,7868
7003500	11196,25090
7016500	1366,26546
7034000	3850,26829
7060500	504,760,3384,5285,23214
7103000	5574,11080,11465,12586,15019,15423,23662,26722
7116750	12541,14930
7143250	217,7613,10702,15799,19941,22087,23896,24281,28641,29203
7163250	8689,9567,12943,17748,20154,26595
7184500	6352,7868,9018,10193,16939,22058,22359,27791
7190750	9413,14526,27791
7211250	23656
7218000	10702,11201,11679,12220,18630,21936,22317,26619
7269250	2729,8637,20578,26180,27791
7269750	19475,20270
7306250	2249,4691,22359
7320250	26728
7322250	11977,23861
7323750	11196,27019
7345250	2750
7361250	24541,28410
7367000	143,4918,13607,15584,15686,20297,21336,21975
7375000	11201,11857
7435500	7975,18024,27950
7445000	16463,18075
7450000	2729,8637,12977,14261,27791
7476250	1037,4571,23284,24907
7483500	18196
7513250	1756,4078,29153,29203
7545250	3228,11679,14381,29099
7568750	1831,4329,12285
7588000	7105,10329,28653,28975
7600250	3228,4949,11052,11176,24869,25570
7657250	1756,2043,3228,7997,29445
7687500	290,619,682,3787,5369,6737,7868,12182,12285,12364,12394,13853,14498,14603,16453,18592,18730,19574,20803,28625
7699500	1031,1546,5848,9802,11679,11793,13592,14182,18730,21672,22280,23698,23928,26127
7703750	527,3651,8278,12394,18075,18730,18868,22908,27625
7715000	11790,19394,24978
7785250	11790,12132
7797000	11196,13942
7810250	6880,8637
7830250	554
7854500	527,4571,4949,7323,7552,8278,11080,12285,12977,19217,29099
7886000	4919,6880,9472,22420
7892000	911,1530,15661,17647,25366
7893250	28992
7898750	21838,26894
7921500	22556,22583,28087
7927750	3032,12674,15065,18624,25372,26288
7976750	3228,26806
8017000	3719,15096,22280,23284
8033500	2471,6113,12435,12489
8040000	239,2655,4762,5429,8257,10151,11018,12285,12541,12994,13872,15138,17084,17400,18275,23285,25372,27205
8049000	3850,4582,14240,14821,17664,20979,22749,26546,27544
8051750	13737,20297,21911,26608
8060000	18024,19882
8070000	18611,29197
8072250	22,11196,12977,14020,19036,22095,27033
8096750	3228,16663,21672,22077,23628,24887,26485,28641
8100250	7868
8102000	768
8111500	454,527,11018,11080,12790,23878
8123500	1591,3390,14931,22852
8129250	7045,7868,8637,16323,18097,25733
8145500	18124,21883
8149250	2367,11196,11679,24015
8156500	1831,2198,4078,6447,6951,9620,19974
8160750	3958,15308,17641,18529,22244
8163500	3252,14593,15022,18868,22621,23103,23115,26959,28438
8170750	1966
8195000	1831,4078,5185,8943,11080,18024,21672,28410
8215250	25372
8216500	3746,14159,22552,25308,25329,27791
8216750	12285,24281
8230750	4949,24841
8243500	949,4931,4949,11196,18075,24869
8271000	11280
8280500	16674,17972
8314250	4626,4834,11196,16540,25212,25933,27618
8324500	9657,9848,14020
8353250	3438,7230,7560,12285,16331,27205
8385000	504,7680,9111,16463,18080,19217,23284
8430000	8637
8435250	7105,11080,11679,14261,16110,16540,18730,21067,23896
8523250	7827,25500
8528750	15315,27791
8529750	9702,15138,16609,22583,23013,28059
8555500	4738,5598,7762,10741,18180,19379,25372,27615,29078
8573000	6158,28049
8617500	4571,11280,26619,27625,28270
8622000	8702,14976
8628250	10879,20979,26288,28481,29465
8633500	5833,8148
8649250	18024
8701250	1884
8702500	617,7105,8257,11196,15138,23779,24780,29547
8730250	911,3228,4571,8257,8278,11679,12068,18024,28453,28876
8757750	3149,18024,20386,23928,24601,26288
8792750	14416
8799750	679,4571,12018,13592,14261,18024,20826
8822250	17483,18013
8845250	554,11826,12394,13070,14020,15446,16722,17214,22484,23928,24565,25631,26464
8909750	22342,24054
8910750	420,3590,5598,10948,11330,12688,24503,26614,27514,29078
8940500	251,2655,4571,11080,13784,15661
8949750	4808,16818,17438,21962,29446
9035750	7850,17977,18024,18544,20661,25618,27052
9039750	1293,2257,2513,3228,3627,4709,7105,9563,11196,11983,13087,14580,15639,16540,22887,24978,25092
9055750	11201,18024
9069000	3627,9620,11456,15302,19217,19937,22393,24534,28017
9076750	2826,4731,5712,14930,17748,18575
9079500	4691,7868,15741,25272,25669,27314
9121750	2683,4571,7868,15946,18805,19974,21838,25733
9123500	15,2610,3433,4324,6447,12168,14694,15138,20846,21459
9163000	6096,6571,11080,23475,28184
9173750	7560,11196,11679,12541,13020,14020,15315,16110,16540,19814
9179500	11196,12220,17214,17629,17835,27637
9199500	4081,24969,29099
9215000	6352,8651,14294,27458
9244000	7868,9486,9972,13442,16836
9288000	2683,2971,11328,19394
9344000	17024
9351750	11080,14580,28930
9352750	6548,17133,18075,28759
9394250	569,3228,14894,17060,17087,19014,25372,29203
9394500	8965,14533,16540,26712,29472
9436000	504,4731,6571
9437500	489,15584,15718,22280
9463750	15138
9512750	679,4239,11080,13285,17880,19903,23779,25651,27205
9513250	414,18024,20800,23662,23861,23928
9586500	8860,10795,17401
9628250	18024,23779
9651250	1598,5639,26754
9671750	26722
9685000	3185,9569,17032
9694750	11080,15383
9706000	679,849,6364,6740,7179,9275,9612,11487,12168,13765,18508,19431,20297,21865,22094,23340,25933,28653,29099
9716500	11465,28065
9720000	8816,8939,13773,13830,21092
9782000	3151,29364
9782500	6352
9802000	5883,13888,16540
9807250	6096,7868,18905
9842500	4125,4499,6148,7380,7868,10908,11176,11605,18805,19048,25086
9906500	155,5185,8689,11328,12394,21336,23656,28411
9946250	11688,21865,26619
9972250	7963,15138
9973000	15158,18227,23475,25260
9979000	251,6096
9982500	542,9369
10000250	5598,6171,17153,19974,28256
10018000	5429,15874
10047250	3555,12132
10052000	143,3093,7680,22126,22280
10054250	1079,4667,8425,9226,11159,18034,19660,20297
10063000	10893,14930,21110,22393,22889
10064500	8269,12220,22583,26571,28466,29099
10069500	2257,4571,7868,8637,10740,15322,18519,21400
10095000	8278,14261,16624
10112000	6839
10119250	7868
10212500	12927,24081,24788
10224750	1481,11679,21393
10229250	8689,22179,23774,24541,24869
10234000	3719,4039,9111,10970,14020,14261,15019,19402,24013,25086,25570,28653,28975
10257500	4281,10893
10261750	5285,8278,14261,14533,17061,18024,18805,19394,21657,23628,23896,28270
10264750	29203
10297000	18075,25058
10302500	679,6630,8689,26087,28164
10309250	9472,11734,14942,15192,18996
10312750	2899,3627,5185,6154,6672,12016,12352,15934,20164,20367,24503
10322250	1731,1903,5185,10702,18575
10393750	2437,29265
10401500	7868,8816,12189,13258,22950,24929,27791
10443000	2373,10570,13460,14482,19466,23628,27135
10492250	281,3228,4949,7105,7868,11080,12606,15449,20045,24984,28752
10521000	7868,9472,10225,13779,18612
10533750	3032,14261,17945,19974,24601
10539250	1461,4486,14020
10546500	5955
10566000	7868,13554,23284,28053
10578000	13240,13778,14073,20896,26523,28992
10588000	9295,14020,15138,16628
10592000	1335,8816,12220,14261
10592750	3804,13093,23798
10598500	155,7105,9563,14165,18575,24385
10609250	5330,8693
10628500	6868,7045,11263,12013,12159,12285,12994,13784,14294,16463,18075,18736,20297,21336,21930,22313,23549,24869,27117,27791,28641,28945
10642000	251,1966,2655,3627,5053,7105,7323,7567,7576,8257,8637,9782,10999,11176,11465,16754,20536,20896,21334,23831,26728,27625,28149
10653250	2655,18024,20180,21392,29203
10654750	12212
10696000	1666,3458,3740,11022,14887,16276,21110
10713250	1031
10756500	14942
10768750	6672,17592,19993
10773000	2257,2999,8724,11889,12977
10774750	1577,2899,4683,14942
10790500	7105
10816000	27334
10818500	1038,5334,23779
10831750	5640
10944750	13450,25372,25687,28752
10966250	251,4949,8689,14482,17087
10972250	23779
10976250	11679,12285,14482
11046750	7169
11078500	9275,18024
11111500	4216,27791
11114000	25372
11121500	8530,13049,15799,18024,20297
11129250	949,11065,11080,14577,23214,23861,28924
11131750	882,5738,10726,17647,29472
11137750	934,2227,12068,19891,22447,24669,24869,25360
11141500	2945
11142000	17407,18180
11158000	239,6738,7868,8637,9563,12076,21930,26422,28876
11169500	2198,4220,10014,12828,19217,21078,27407
11220500	11431,12285
11225500	13020,16463,24869
11283500	10680,12220,16463
11300000	2963,7552
11307500	12068,20300,22359,27711
11313000	3228,6482,7456,11018,11196,17013,21865,23143,23491,27406,27791
11321750	643,4238,4262,4294,6242,6284,7997,9906,10879,11730,12358,13745,15390,17060,19891,20206,21672,21684,22880,23338,27205,28481,29330,29547
11339250	6828
11340250	6215,14294,25329,26973
11362000	5330,8693
11391250	22244,27998,28924
11397250	23541
11434750	7071,9985,18758,20083,21823,22339
11440500	2179,3228,4731,14261,15584
11493000	7868,12453,22727,22828,29022
11494250	8676,11196
11496750	20565
11503250	504
11527500	16884,27791
11535250	2257,16463
11552750	16011,23448,27791
11558000	749,12674
11564250	1831,3723,6104,9140,14969,25483
11579750	8410,11196,12688,15217
11590500	2432,17512
11601500	6190,6299,11080,12220
11612500	5848,18075,19974
11625250	3740,18990,21628,28017
11632250	25022
11683250	12541
11687000	8689
11701500	4281,4366,14020,16481,17760,22052,26679
11711250	1392,6175,10866,21338,23861,24942
11730000	471,1446,1756,5443,6193,8662,12914,13390,18523,21565,23656,24471
11734000	14490,21219
11747250	155,251,11244,13093,16918,17959,18730
11761750	554,28975
11782250	18002
11794250	3068,11679
11874000	1282,4220,4510,10014,11679,12220,13844,18167,18180,29203
11894500	15138,24009
11896000	12068,16564
11936000	1962,10948,13020
11939000	2176,22317,23260,23409
11947000	2322,9522,11080,13103,15233,16865,17959,20411,21911,23482,24417,28967
11949750	2198,2963,6571,13554,25177
11957000	12977,16818,21078,21995,23907
11972750	954,4846,15631,21693
11984750	251,993,2683,3627,6672,6740,8689,12352,14261,15507,20207,21110,21796,25086,25653,25927,26722
12004000	7680,15307,16463,18683
12008000	4960,14261,17647,24274,25618
12015000	5176,15138,22240,24977,26900
12015250	11080
12016750	15584,18730,24601,27371,27683
12027000	21865
12028500	9213,11196,11679,13390,18496,21392
12061000	16463
12142750	2375
12154500	2568,4949,7105,7868,8689,9549,11176,12475,12933,17214,17640,19574,20297,20476,27791,28548
12173500	554,1325,3627,9817,15405,21110,28184,28370
12204750	7963
12215000	3164,6672,7868,8637,9363,12352,14942,15639,27791
12229000	17389
12231250	6246,12220,24274,27155,28149
12234750	949,10176,10893,21632,22126,25372,26736,29465
12239250	7868,12271,14157,20519,21838,25618,26288
12275500	7572,21930,23134
12331000	7542,18180
12337750	21092
12371000	2227,2254,8628,9111,11776,12394,12737,14294,17514,17767,21372,23896,24541,25086,25570
12377250	2729,3151,5492,5799,8689,14020,18075,19405,21887,22313,24730,27191
12384250	3658,5458
12386500	2367,13087
12388250	28391
12417500	7963,8689,10570,15138,17959,18024,28411
